fix_commit_hash,inducing_commit_hash,is_Friday,is_latest_bic,is_earliest_bic,is_largest_mod,candidate_commit_to_fix,lines_of_modified_code,project,ns,nd,nf,entropy,exp,rexp,sexp,ndev,age,nuc,fix,la,ld,lt
a2d882aba9095bcd210fd956216f764fa3637eee,8d38ae6c913504671f79ae3969e7f4831172464b,0,0,0,0,685,20,Parrot,2.0,3.0,4.0,0.408604,157.0,152.153,130.0,2.0,0.804572,24.25,0.0,13.0,7.0,120.25
a2d882aba9095bcd210fd956216f764fa3637eee,9f1720045d45c75192d028d36a11881096c77d54,0,0,0,0,203,183,Parrot,3.0,4.0,6.0,0.35009,507.0,423.079,471.0,2.0,7.86361,22.3333,0.0,159.0,24.0,519.167
a2d882aba9095bcd210fd956216f764fa3637eee,6c0d7e703119bd2bc6d9aaa67cc858f430728637,0,0,0,0,159,30,Parrot,1.0,1.0,1.0,0.0,543.0,454.234,63.0,2.0,0.582674,87.0,1.0,26.0,4.0,323.0
a2d882aba9095bcd210fd956216f764fa3637eee,58cd8a47c95559571dd88d8d2d2d6ee304ffd90b,0,0,0,0,1011,21,Parrot,3.0,3.0,3.0,0.395641,112.0,108.54,130.0,1.0,0.39794,10.0,0.0,10.0,11.0,68.6667
a2d882aba9095bcd210fd956216f764fa3637eee,e5509b3e2d6ee8c9f7100a8bf0bcf854099a4bf2,0,0,0,0,603,30,Parrot,2.0,2.0,2.0,0.654995,223.0,209.97,54.0,2.0,7.61808,7.0,0.0,19.0,11.0,57.5
a2d882aba9095bcd210fd956216f764fa3637eee,c21bc4707377e61b2c355eb33ffed637d07b1cad,0,0,0,0,399,445,Parrot,1.0,3.0,7.0,0.277586,360.0,315.821,267.0,2.0,16.9366,25.1429,0.0,196.0,249.0,209.143
a2d882aba9095bcd210fd956216f764fa3637eee,60125dcd87df44ee836ba843400829749b58c475,0,0,0,0,659,34,Parrot,1.0,1.0,1.0,0.0,181.0,174.26,29.0,1.0,24.385,7.0,0.0,32.0,2.0,25.0
a2d882aba9095bcd210fd956216f764fa3637eee,26687da4ed292fbab46974d230222a37907eeb1b,1,0,0,0,170,22,Parrot,2.0,2.0,2.0,0.0598204,536.0,449.173,134.0,2.0,8.9135,58.0,1.0,17.0,5.0,178.0
a2d882aba9095bcd210fd956216f764fa3637eee,cd5c48c2c9dcd99ef60ac9edc9fac64205965227,0,0,0,0,162,3,Parrot,1.0,1.0,1.0,0.0,540.0,451.847,70.0,2.0,0.00253472,25.0,0.0,2.0,1.0,36.0
a2d882aba9095bcd210fd956216f764fa3637eee,cbc89ee33cf46a4a54c874185ecdc1bb67628862,1,0,0,0,507,35,Parrot,3.0,4.0,4.0,0.599796,296.0,269.927,288.0,2.0,2.05553,13.5,0.0,20.0,15.0,225.5
a2d882aba9095bcd210fd956216f764fa3637eee,81d8ec641b71ef68f18cc5201a53de2498d406d4,0,0,0,0,43,211,Parrot,0.0,0.0,0.0,0.0,440.0,327.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2d882aba9095bcd210fd956216f764fa3637eee,46d53bbf8e525fd3b909f5865f88be3294b9d3bf,1,0,0,0,504,383,Parrot,3.0,3.0,3.0,0.236041,299.0,272.897,291.0,2.0,0.0911844,30.3333,0.0,245.0,138.0,255.667
a2d882aba9095bcd210fd956216f764fa3637eee,f84de154a3e0cde25eacf8acccf6c6f2c10ec4f5,0,0,0,0,824,149,Parrot,4.0,5.0,7.0,0.305955,25.0,23.9819,30.0,2.0,3.42632,8.57143,0.0,83.0,66.0,127.143
a2d882aba9095bcd210fd956216f764fa3637eee,996debde712724d735cb6a9b48e367a3daec45c7,0,0,0,0,974,371,Parrot,1.0,2.0,10.0,0.413337,149.0,144.143,11.0,1.0,14.9472,0.5,0.0,186.0,185.0,31.1
a2d882aba9095bcd210fd956216f764fa3637eee,2f21f02885e2b03517f6529f8ab91620cffda9a4,0,0,0,0,115,7,Parrot,1.0,1.0,1.0,0.0,582.0,489.951,80.0,2.0,0.4211,25.0,1.0,4.0,3.0,337.0
a2d882aba9095bcd210fd956216f764fa3637eee,7fbd6569016d8f87f7f6a5aa0d4a3db95ed6e336,0,0,0,0,579,18,Parrot,1.0,1.0,1.0,0.0,247.0,231.099,178.0,1.0,1.06975,2.0,0.0,9.0,9.0,771.0
a2d882aba9095bcd210fd956216f764fa3637eee,be2120c69aa4b05c14076b43147442199ac52d09,0,0,0,0,310,4,Parrot,1.0,1.0,1.0,0.0,397.0,311.738,42.0,2.0,0.00329861,17.0,0.0,2.0,2.0,121.0
a2d882aba9095bcd210fd956216f764fa3637eee,c83df3581f7db8aba94b1de4fce290cf6a8e2b7d,0,0,0,0,441,175,Parrot,2.0,4.0,6.0,0.287828,330.0,291.168,284.0,2.0,7.2537,12.1667,0.0,106.0,69.0,246.333
a2d882aba9095bcd210fd956216f764fa3637eee,091c0190ef4a8c1f64e915352277657a2515f2ce,0,0,0,0,279,104,Parrot,2.0,3.0,4.0,0.213947,435.0,357.32,89.0,2.0,9.05675,15.25,1.0,82.0,22.0,436.5
a2d882aba9095bcd210fd956216f764fa3637eee,386a81248cdf78ca6281dc1f1f0d4e007d7c2702,0,0,0,0,442,534,Parrot,4.0,9.0,17.0,0.25135,329.0,290.677,391.0,2.0,5.348,12.1765,0.0,498.0,36.0,262.412
a2d882aba9095bcd210fd956216f764fa3637eee,ac34b9d7d1b04eb51aaef0452923a08a082518d7,0,0,0,0,369,25,Parrot,1.0,1.0,1.0,0.0,380.0,300.792,262.0,2.0,6.83167,34.0,0.0,16.0,9.0,910.0
a2d882aba9095bcd210fd956216f764fa3637eee,6d44e7907b4b6390a34ca04510c9fe20f9213701,0,0,0,0,430,146,Parrot,1.0,1.0,1.0,0.0,334.0,294.754,242.0,2.0,0.0659259,28.0,0.0,25.0,121.0,950.0
a2d882aba9095bcd210fd956216f764fa3637eee,deccf6c34f0c5721b58ee91b436019f5d616dab3,0,0,0,0,936,2,Parrot,1.0,1.0,1.0,0.0,187.0,173.099,31.0,1.0,22.7437,8.0,0.0,1.0,1.0,19.0
a2d882aba9095bcd210fd956216f764fa3637eee,3dc724a4a34bd91f76e341e32b2306b0f3739177,0,0,0,0,605,8486,Parrot,1.0,10.0,20.0,0.536868,221.0,209.253,162.0,2.0,4.72941,10.0,0.0,4255.0,4231.0,212.2
a2d882aba9095bcd210fd956216f764fa3637eee,caf758d34edb4fbea8095affbeeccb80fcc99e5c,0,0,0,0,251,2314,Parrot,4.0,5.0,10.0,0.111329,461.0,379.983,428.0,2.0,10.8212,7.1,0.0,2292.0,22.0,362.5
a2d882aba9095bcd210fd956216f764fa3637eee,87739605a9d0c206735b0c60d5209274c60c3a3e,1,0,0,0,891,44,Parrot,1.0,1.0,1.0,0.0,232.0,215.68,170.0,1.0,0.0718403,9.0,0.0,25.0,19.0,399.0
1c0b5d5849b451120d9c621326b43fc4d45ec259,baf9b1b10a1873f915761a52e2955922e8ef0945,0,1,0,0,2,17,Parrot,3.0,4.0,4.0,0.378022,27.0,26.9845,47.0,3.0,44.8801,21.25,0.0,3.0,14.0,896.25
1c0b5d5849b451120d9c621326b43fc4d45ec259,baf9b1b10a1873f915761a52e2955922e8ef0945,0,1,0,0,2,17,Parrot,3.0,4.0,4.0,0.378022,27.0,26.9845,47.0,3.0,44.8801,21.0,0.0,3.0,14.0,896.25
1c0b5d5849b451120d9c621326b43fc4d45ec259,6431585f8ccc27c905691730de27a94954cbc995,0,0,1,1,108,282514,Parrot,2.0,5.0,17.0,0.00766508,593.0,499.678,115.0,0.0,0.0,0.0,0.0,282514.0,0.0,0.0
846beca8b2f2e77fe1a66e7bd4a131a30a316115,ea2c216e0079d3038c87637e4c5419e6076243c5,0,1,1,1,1,6,Parrot,1.0,1.0,2.0,1.0,691.0,578.337,437.0,3.0,2.66009,42.5,0.0,4.0,2.0,408.5
9a69fe241769dde4c6a6997f817a36091d30ea60,54a0b91d80e5f655cd90ad1d843bb561f0447a37,0,1,1,1,1,10,Parrot,1.0,1.0,1.0,0.0,703.0,589.235,441.0,3.0,4.16068,69.0,0.0,5.0,5.0,650.0
e78e7005bb5287281b044ab62bf8d66a32b27a83,f4a247be4d06810372829a1689696e827bcaecce,0,1,1,1,1,105,Parrot,2.0,2.0,2.0,0.119064,708.0,593.079,542.0,3.0,0.741574,56.0,0.0,102.0,3.0,1921.5
136ae22ad107ddf1f9a4702b7bcf982b59d324db,defdd34f53965fbde3169288b3a28ba58d90b288,0,1,0,0,1,18,Parrot,2.0,4.0,4.0,0.596563,712.0,594.242,543.0,3.0,4.07116,34.0,0.0,9.0,9.0,1123.0
136ae22ad107ddf1f9a4702b7bcf982b59d324db,52976d76babd2371198313f29da00bf711046686,0,0,0,0,992,136,Parrot,3.0,3.0,5.0,0.337681,71.0,69.3167,71.0,2.0,5.29685,15.6,0.0,99.0,37.0,255.6
136ae22ad107ddf1f9a4702b7bcf982b59d324db,24cb64ddd3c45f8fe7327ae03127056eef34d092,1,0,1,1,1316,4146,Parrot,12.0,17.0,44.0,0.479075,22.0,21.7071,36.0,1.0,4.07575,0.295455,0.0,2403.0,1743.0,106.932
7d2c6dc80f5879a55b9fbe073da7034f4436802c,9e57a013837401e9f60d9fb89014ff73df8b092a,0,1,1,1,1,6,Parrot,1.0,1.0,1.0,0.0,741.0,617.166,111.0,3.0,3.34716,57.0,0.0,5.0,1.0,606.0
08a09d4c22d9732cc4aa214633df350755363a65,3a9b880caa3bbe4945b25e1ea8554636fed2f672,0,1,1,1,1,18,Parrot,5.0,7.0,8.0,0.670193,755.0,627.337,849.0,3.0,1.45871,45.0,1.0,9.0,9.0,1138.25
08a09d4c22d9732cc4aa214633df350755363a65,3a9b880caa3bbe4945b25e1ea8554636fed2f672,0,1,1,1,1,18,Parrot,5.0,7.0,8.0,0.670193,755.0,627.337,849.0,3.0,1.45871,45.125,1.0,9.0,9.0,1138.25
ea5ed0d9ca2311c9c2bd861827cc924588688af6,ce0ea30f861f555ca826999c71e78844f62c1226,0,1,1,1,1,10,Parrot,1.0,1.0,1.0,0.0,772.0,639.25,95.0,3.0,0.995718,130.0,0.0,7.0,3.0,390.0
5c80a1e1023f4e21d62d337f8e5ba154ed5ca26e,a2d882aba9095bcd210fd956216f764fa3637eee,0,0,1,1,384,15257,Parrot,9.0,31.0,87.0,0.379576,26.0,25.9846,60.0,3.0,5.36937,7.09195,0.0,8470.0,6787.0,267.414
5c80a1e1023f4e21d62d337f8e5ba154ed5ca26e,95fd70f3d60ef9c7bc0dda6597caf7b62fd1ae0b,0,1,0,0,1,70,Parrot,1.0,1.0,1.0,0.0,778.0,642.877,484.0,3.0,0.560081,79.0,0.0,61.0,9.0,737.0
c038445ae93355b296dce6c108cc049a838b089b,1cd358181f53659c02fbff6088bdfda2ad2124b2,0,1,1,1,1,101,Parrot,1.0,1.0,1.0,0.0,786.0,647.902,491.0,3.0,0.00445602,80.0,1.0,47.0,54.0,3515.0
9596bddbc357bfaa59781efb24418ada34724597,abc10c8afde3e3763683be59f3f466d7a58f25b6,0,1,0,1,1,44,Parrot,1.0,1.0,6.0,0.663649,794.0,651.053,497.0,3.0,11.223,17.1667,0.0,33.0,11.0,337.833
9596bddbc357bfaa59781efb24418ada34724597,abc10c8afde3e3763683be59f3f466d7a58f25b6,0,1,0,1,1,44,Parrot,1.0,1.0,6.0,0.663649,794.0,651.053,497.0,3.0,11.223,17.0,0.0,33.0,11.0,337.833
9596bddbc357bfaa59781efb24418ada34724597,a9d50faf2dfb143ccb9ae49d9b40d2a8b3bc1289,1,0,1,0,6,14,Parrot,1.0,2.0,3.0,0.192924,792.0,649.529,496.0,3.0,12.1971,31.3333,0.0,7.0,7.0,638.333
5347759be73722635e7f95571a4c20bcee604fb1,73d1fb43596e24f3cd28726af8ecc441bc574338,0,1,1,1,2,9,Parrot,2.0,2.0,2.0,0.35218,798.0,654.817,229.0,3.0,0.0273669,102.0,1.0,4.0,5.0,366.0
940057ff92902da645f19ce7f7058b98e70767ce,6a32d03f48682d15e899853423e42953308c0b9f,0,1,1,1,1,73,Parrot,2.0,3.0,4.0,0.555017,822.0,674.176,654.0,3.0,2.57321,43.25,0.0,34.0,39.0,719.25
827ec8031fe29426152ad4f78cbeec671cb928e8,9a7710f6934d169a99760efc6267c04430079a05,0,1,0,1,8,459,Parrot,5.0,7.0,9.0,0.262601,824.0,673.729,980.0,3.0,3.26671,45.3333,1.0,351.0,108.0,654.556
827ec8031fe29426152ad4f78cbeec671cb928e8,5dee0d39fd462d270f48b85376d26ac3e73b1cc6,0,0,1,0,33,38,Parrot,3.0,3.0,3.0,0.585624,807.0,661.55,724.0,3.0,3.88782,71.3333,0.0,22.0,16.0,476.0
