fix_commit_hash,inducing_commit_hash,is_Friday,is_latest_bic,is_earliest_bic,is_largest_mod,candidate_commit_to_fix,lines_of_modified_code,la,ld,lt,ns,nd,nf,entropy,fix,ndev,age,nuc,exp,rexp,sexp
bf275a909748a1e64ff06934ce0b6f8f285b86f7,d294a7f30f684d6f4e928529c839767ca6b1aa72,0,1,1,1,111,87,81.0,6.0,48.2,1.0,1.0,5.0,0.178761,0.0,1.0,0.85747,2.4,45.0,41.8786,33.0
222faf4544731b725c4fcbe1b416b89286275601,94573545f3ece778f9c52686fb1b53f19e43dc48,0,1,1,1,18,41,37.0,4.0,110.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0241088,8.0,126.0,118.451,53.0
64d72f8c4b1054c97393124d85681f0e168064fa,f2b92d4c7bd7a71ec1118696c119bac22d4b836c,0,1,0,0,76,29,14.0,15.0,136.0,1.0,1.0,1.0,0.0,0.0,2.0,0.26456,5.0,112.0,104.578,42.0
64d72f8c4b1054c97393124d85681f0e168064fa,0de35588c1a3ae45ba13d50d2b96533e5b0595af,0,0,0,0,113,251,250.0,1.0,65.8,1.0,1.0,5.0,0.161153,0.0,1.0,0.806775,3.2,52.0,48.5175,40.0
64d72f8c4b1054c97393124d85681f0e168064fa,b4f096364f6a2d2a45bb3d220e507a791fd2d9dd,1,0,1,0,241,91,91.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0787,21.0
64d72f8c4b1054c97393124d85681f0e168064fa,bb3bd76fe90cc02027cf9b863bcc9bc0a86ca37e,0,0,0,1,118,539,518.0,21.0,37.25,1.0,1.0,8.0,0.308351,0.0,1.0,0.526891,1.5,47.0,43.7603,35.0
4deb0d619c06e8f0d30f972a6412d65f19b7f921,75897c2dcd1dd3a6ca46284dd37e13d22b4b16b4,0,0,1,1,552,43123,,,,,,,,,,,,,,
4deb0d619c06e8f0d30f972a6412d65f19b7f921,fb6381fb35c8af868b5134c3d7a91699a7d01090,0,1,0,0,258,265,179.0,86.0,163.8,1.0,3.0,5.0,0.106528,0.0,3.0,8.0003,3.2,79.0,76.4926,79.0
7f8b2885d9f9feb396896f7d9d6086ac7731cf36,75897c2dcd1dd3a6ca46284dd37e13d22b4b16b4,0,0,1,1,555,43123,,,,,,,,,,,,,,
7f8b2885d9f9feb396896f7d9d6086ac7731cf36,0c1f2720b38acf1b8968eac46ab887add37ee253,0,1,0,0,42,58,29.0,29.0,168.5,1.0,4.0,4.0,0.474903,0.0,3.0,47.2762,2.75,135.0,127.428,2.0
ddb0ef98f7986cf27f767348c7e181d991acb4ec,9694a0f7eaf7c105c44e2b3beb1578986f36a143,0,1,1,1,112,218,109.0,109.0,97.6154,1.0,2.0,13.0,0.735815,1.0,4.0,1.8454,2.69231,98.0,90.6631,30.0
492407bcc98745577a68c0813c8cf529fa3d4da4,75897c2dcd1dd3a6ca46284dd37e13d22b4b16b4,0,1,1,1,561,43123,,,,,,,,,,,,,,
d5e970b93fc0e5ab9d284c265b170eecee2ad0ad,adffa9b0f4128ca4832ddd03fdeca2c9fe434689,0,1,1,1,6,1118,666.0,452.0,211.182,1.0,4.0,11.0,0.270931,1.0,7.0,12.5073,4.18182,27.0,25.2182,18.0
6f2848f4a6027daf9ba77e2f7f62a563fd96cf1a,75897c2dcd1dd3a6ca46284dd37e13d22b4b16b4,0,0,1,1,576,43123,,,,,,,,,,,,,,
6f2848f4a6027daf9ba77e2f7f62a563fd96cf1a,8c37499af82e57f0487319abca2242cbad4024b8,0,1,0,0,499,72,52.0,20.0,40.0,1.0,1.0,1.0,0.0,0.0,1.0,4.57844,0.0,0.0,0.0,0.0
5ef3c1b09b486d711b556655c28b93e207a90399,75897c2dcd1dd3a6ca46284dd37e13d22b4b16b4,0,0,1,1,585,43123,,,,,,,,,,,,,,
5ef3c1b09b486d711b556655c28b93e207a90399,adffa9b0f4128ca4832ddd03fdeca2c9fe434689,0,1,0,0,14,1118,666.0,452.0,211.182,1.0,4.0,11.0,0.270931,1.0,7.0,12.5073,4.18182,27.0,25.2182,18.0
